σ,σ_ss,n_default,degree,interm,eq_r_l,mean_liq,sd_liq,mean_ib_share,sd_ib_share,mean_eq_req,sd_eq_req
2.001,-1.5,1,1.95,0,0.00869140625,0.03220028787737491,0.0319575437847792,0.18195944744036213,NaN,0.26464888283301297,0.25903488024033916
2.001,-1.5,1,1.7,1,0.043750000000000004,0.015998929647430587,0.010476806489201755,0.1689264153574903,NaN,0.44642196573258197,0.6246170765689132
2.001,-1.5,3,1.9,1,0.018750000000000003,0.07316536419319179,0.15726331480261022,0.16335245939989787,NaN,0.3860452103393285,0.5757308946898879
2.001,-1.5,1,2.15,1,0.03592529296875001,0.19036901477528212,0.3737179670305495,0.17573164171486588,NaN,0.2551483829085697,0.25554341945753883
2.001,-1.5,1,1.95,1,0.031636047363281246,0.009894974932677277,0.00014036699786619365,0.1685880239511439,NaN,0.27632703822799215,0.2809742317299077
2.001,-1.5,3,1.7,2,0.053125000000000006,0.018219132066091808,0.013731384788519421,0.15124664627096115,NaN,0.3692813993935452,0.4213525260627113
2.001,-1.5,8,1.35,0,0.0578125,0.009826763058853287,0.00017629886913020907,0.15076543504939896,NaN,0.5067594421824715,0.5947172354189478
2.001,-1.5,1,1.55,1,0.06083984375,0.009970791536403917,3.509875088360966e-5,0.16058573913560859,NaN,0.4659773117113568,0.6237254609672107
2.001,-1.5,1,1.85,0,0.0576416015625,0.009855917300049385,0.00022172866633178999,0.16255351661026818,NaN,0.4174823217396564,0.605669581981098
2.001,-1.5,2,2.05,1,0.015372467041015626,0.07949560729730706,0.1959649446019138,0.16611593800566105,NaN,0.2528942909194733,0.23568545209938088
2.001,-1.5,1,2.0,1,0.0486328125,0.02775197386212907,0.024066380826911288,0.16582121822567994,NaN,0.2378020779832159,0.2414979338014371
2.001,-1.5,1,2.1,4,0.03828201293945313,0.07361371751112697,0.2671709134999752,0.17874596908333806,NaN,0.25757369796457097,0.2434739885169368
2.001,-1.5,1,2.15,3,0.035546875000000006,0.022956246791898526,0.05819217273135651,0.17216126770568616,NaN,0.22661340014501108,0.25224248560508467
2.001,-1.5,1,2.25,2,0.0296875,0.04558409769224199,0.16098426517404366,0.17846086467117306,NaN,0.22882422516498302,0.24439548159049354
2.001,-1.5,1,1.9,1,0.02283897399902344,0.06912290244406297,0.08425808507819431,0.17979690881568172,NaN,0.23217302247447394,0.23982323067144942
2.001,-1.5,1,1.85,1,0.04062500000000001,0.009971989925051036,4.3814694980130354e-5,0.1606475559624947,NaN,0.3370411432867596,0.5729744538519898
2.001,-1.5,1,1.8,1,0.043750000000000004,0.02585654286422953,0.029309063607055392,0.18196279068049115,NaN,0.2913436234437526,0.24339172897390352
2.001,-1.5,3,1.95,1,0.021875000000000002,0.049996950543996437,0.09358790499835885,0.14744827965367358,NaN,0.39325580452143816,0.649099842022289
2.001,-1.5,1,2.0,1,0.027050781250000003,0.07753191567485282,0.1596202249976123,0.17456145478834517,NaN,0.2872190961958164,0.2796565092481956
2.001,-1.5,6,1.6,0,0.03906250000000001,0.03184968363443279,0.04784039717464972,0.1619441129243682,NaN,0.33824416538787255,0.394101855889536
2.001,-1.5,1,1.7,1,0.04541015625000001,0.009788235956861641,0.00024056648041479359,0.1700398161624673,NaN,0.32997296933934905,0.3706591359373946
2.001,-1.5,1,1.8,1,0.03769531250000001,0.009940370317952292,7.010373934183934e-5,0.17392805284586357,NaN,0.26245205825268314,0.2231770130478322
2.001,-1.5,1,1.45,0,0.042185974121093754,0.024162245407366875,0.029284290378814797,0.15347385243810058,NaN,0.41550931875872993,0.5537316055798585
2.001,-1.5,1,1.35,0,0.05258789062500001,0.02573462094876733,0.043211854093810335,0.17124525370009838,NaN,0.4635468371588233,0.5976668245697161
2.001,-1.5,6,1.75,1,0.03698730468750001,0.024556832395465415,0.02413433290970987,0.1453058129156746,NaN,0.3169266470295311,0.5536235684676668
2.001,-1.5,1,1.7,1,0.0537109375,0.02754216997665197,0.0648662718231302,0.16267159324546093,NaN,0.37120838751342566,0.419772685691397
2.001,-1.5,3,1.85,1,0.035931396484375,0.04280732035488053,0.039930498961785243,0.173539693467774,NaN,0.26277291336652214,0.2671359011099624
3.001,-1.5,1,1.65,0,0.0478515625,0.009873844413863296,0.00016464158923450278,0.16269205134934317,NaN,0.3422296559838757,0.3810834966365582
3.001,-1.5,7,2.0,1,0.038525390625,0.054584572995452454,0.053588411133435855,0.17625066374487847,NaN,0.4192344198865703,0.644992733810683
3.001,-1.5,1,2.15,3,0.045312500000000006,0.009939033385929764,7.861410171093208e-5,0.18109249831275537,NaN,0.32326386134394364,0.5513269491561748
3.001,-1.5,1,1.4,0,0.04090576171875,0.009751459256897969,0.00027004546994753337,0.1451751457770693,NaN,0.42972334954320307,0.5410284813853238
3.001,-1.5,5,1.95,0,0.03674087524414063,0.09911481931624562,0.14153916881643766,0.1285755672237328,NaN,0.34919845653745546,0.5673011425800931
3.001,-1.5,1,1.95,1,0.049609375000000004,0.015347614611563167,0.00915901294844437,0.1986340808312202,NaN,0.35586098725953996,0.5506755093320206
3.001,-1.5,8,2.3,1,0.0415924072265625,0.009897280353441113,0.00015010498005534387,0.19781751496758002,NaN,0.23214314038369296,0.24963686363337
3.001,-1.5,1,1.65,0,0.045312500000000006,0.012294063307936847,0.003969036488660883,0.16490444963031564,NaN,0.3130751698811284,0.38330047539927037
3.001,-1.5,1,2.2,2,0.03583526611328125,0.009623654389837802,0.0004456502903248378,0.2034448309242932,NaN,0.2877780278652402,0.2520267652169172
3.001,-1.5,9,2.05,3,0.034375,0.009836040165268265,0.00020036442384597386,0.18318553516750535,NaN,0.3346456155205022,0.5450230126898841
3.001,-1.5,1,2.2,3,0.05087890625,0.009912236098181986,8.694506003820237e-5,0.20565741468324908,NaN,0.25773190278026403,0.22346107685782646
3.001,-1.5,1,2.2,2,0.028325653076171877,0.009665245048855874,0.0004026850626361218,0.2118708709145033,NaN,0.24499906570268845,0.23668905799410261
3.001,-1.5,1,1.8,1,0.033978271484375,0.020999733476365332,0.031208671568072378,0.1491472042179309,NaN,0.3631784646395012,0.5703560400432575
3.001,-1.5,1,2.0,2,0.025,0.009266631160730137,0.0009243010303925199,0.1711860610703734,NaN,0.30309748078796517,0.4704436153111479
3.001,-1.5,2,2.0,2,0.03906250000000001,0.01332612030750448,0.00447793635082121,0.1630936710645132,NaN,0.29718908884149153,0.4073900457947709
3.001,-1.5,11,1.7,1,0.053448486328125,0.011277300390777036,0.0022940025877323405,0.16115745635159143,NaN,0.4924775341317159,0.6276367029268565
3.001,-1.5,3,2.0,0,0.03515625,0.009767524697524076,0.00036843212100091813,0.16726654741979752,NaN,0.30504096229730504,0.3780043816941555
3.001,-1.5,1,2.05,1,0.0140625,0.09794332289114678,0.2165003407457713,0.15942179875373416,NaN,0.3312782226334416,0.529138974333221
3.001,-1.5,1,1.8,2,0.0421875,0.010967725790208879,0.0014846181793557302,0.16221502499969206,NaN,0.30036500265481586,0.2643032814260446
3.001,-1.5,7,2.1,2,0.04062500000000001,0.05290796004944446,0.19239799096031246,0.1926548731605993,NaN,0.26198743432911054,0.2520537334360023
3.001,-1.5,2,1.7,2,0.05234375000000001,0.01325005330564059,0.015268263636629108,0.1713860206832983,NaN,0.36475429862458164,0.3675227398343719
3.001,-1.5,1,2.2,1,0.0064453125000000005,0.1774665246608675,0.34139518430602367,0.1610481378851069,NaN,0.33305933913960856,0.576571994793351
3.001,-1.5,1,2.2,1,0.01474609375,0.2803367980935441,0.3551868378978492,0.17957726512311245,NaN,0.2526306488021894,0.24274199453946238
3.001,-1.5,1,1.8,1,0.03046875,0.03329228671165578,0.03884973314965263,0.18327883065523007,NaN,0.3275622073083149,0.283326914911079
3.001,-1.5,1,1.7,1,0.04208984375,0.018243287408079227,0.014314124637515052,0.16190214073666476,NaN,0.30679611172303856,0.3845461853558305
3.001,-1.5,1,2.25,4,0.03369140625000001,0.017064369152851123,0.03316933879034144,0.19552625074962957,NaN,0.23651035096045647,0.23618303439992494
3.001,-1.5,8,1.65,1,0.07309570312500001,0.023237589260104597,0.023310626825301644,0.18522859117899543,NaN,0.46772424240422705,0.6274159344195045
3.001,-1.5,1,1.8,1,0.04765625,0.03673934622314813,0.04090083561207998,0.13819617205029466,NaN,0.3691403124582821,0.5792190795842497
3.001,-1.5,1,1.95,3,0.017333984375,0.04036208118616487,0.1372123460221295,0.20012257078508355,NaN,0.32136564414645014,0.3669237159431411
1.001,-0.75,4,2.25,2,0.02451171875,0.08799741664797002,0.32255360800617466,0.16751683073742782,NaN,0.20473122922452003,0.22321740744787885
1.001,-0.75,1,1.5,0,0.04444541931152344,0.02374700869777693,0.02334403148756547,0.14259276305277113,NaN,0.4517781141491627,0.6258926940508235
1.001,-0.75,4,1.5,1,0.035937500000000004,0.009944143739713099,6.772681837128745e-5,0.15771795966007063,NaN,0.3533684927289807,0.39218166213453204
1.001,-0.75,4,1.5,0,0.046875,0.012315484477770363,0.005845007893808539,0.15509164048673296,NaN,0.4712510557366051,0.5764933524765447
1.001,-0.75,3,1.85,0,0.032421875,0.009999698357632938,5.36139337467037e-7,0.15526980734179527,NaN,0.34853556383524137,0.5836169374797977
1.001,-0.75,3,1.5,0,0.037890625000000004,0.009967766178193806,4.118996588667e-5,0.15151933171436663,NaN,0.4345190598635232,0.5590286574733686
1.001,-0.75,1,1.7,0,0.029003906250000003,0.021879339324026102,0.018575331881288275,0.1641960553801887,NaN,0.31914325967868806,0.3803597234639631
1.001,-0.75,5,1.65,1,0.03349761962890625,0.05070683295186755,0.160347658134424,0.1553174310836507,NaN,0.38583092634298827,0.4026473466128421
1.001,-0.75,1,2.1,3,0.03906250000000001,0.07164378432343205,0.24951413940117897,0.1731504276731729,NaN,0.34047736062603573,0.5467821779813267
1.001,-0.75,1,1.7,0,0.037500000000000006,0.057999900218195524,0.07911074802257115,0.16547094686015987,NaN,0.30956490112828117,0.2876972430836392
1.001,-0.75,1,1.7,0,0.043750000000000004,0.03724118628894653,0.04833279316628102,0.1508038512726961,NaN,0.26836014959117016,0.26372785037681395
1.001,-0.75,5,2.1,3,0.042578125,0.08558776542033306,0.3069335364893246,0.1481353759679173,NaN,0.26410092047645395,0.2892532609573134
1.001,-0.75,1,1.7,0,0.05625,0.051632624690863674,0.08551091200425716,0.1710619291711862,NaN,0.34090647637659416,0.28190938873475574
1.001,-0.75,3,1.75,1,0.04350585937500001,0.07584750419059494,0.2950581186214204,0.1598245712391625,NaN,0.39390664734136666,0.5478495189188073
1.001,-0.75,1,2.3,2,0.0078125,0.16253422282924157,0.38619263160810974,0.17077859899317538,NaN,0.19405006940420047,0.22739345878041
1.001,-0.75,1,1.65,1,0.04524688720703125,0.07387333935980264,0.19706037242280033,0.15584645321171842,NaN,0.3608301077318425,0.2990079945375641
1.001,-0.75,1,1.9,1,0.056054687500000006,0.009744154466974367,0.000272478417026832,0.17740564139324264,NaN,0.28974538002200567,0.24584344136269926
1.001,-0.75,4,1.75,0,0.0306396484375,0.014194331506654067,0.005837419015629963,0.13510970836966765,NaN,0.40044479846826186,0.621335091496839
1.001,-0.75,1,1.85,1,0.034765625,0.009950314597931555,7.658676144159144e-5,0.1378696185450053,NaN,0.2988928163559265,0.34337290946505056
1.001,-0.75,1,1.5,1,0.0439453125,0.02248891608965955,0.025588633010579304,0.13974673378297833,NaN,0.43865700811304,0.6198715519258404
1.001,-0.75,7,2.1,2,0.029602050781249997,0.020874729671760975,0.04904430395625462,0.1792166968982966,NaN,0.27503413728959897,0.2799460632990243
1.001,-0.75,1,1.9,1,0.024755859375,0.059070398962438694,0.180888504048009,0.16032115385981577,NaN,0.33070351269093157,0.5589724739667494
1.001,-0.75,1,2.05,4,0.045312500000000006,0.013437990456473045,0.006266725410633695,0.18088192499498437,NaN,0.29917977027067766,0.24836651107022084
1.001,-0.75,1,1.85,2,0.010937500000000001,0.10762539194453517,0.301406164017713,0.1688851891511735,NaN,0.3102125964777261,0.35490777938451584
1.001,-0.75,5,1.95,1,0.030419921875,0.021672128788385942,0.052705026222276935,0.1655395975699894,NaN,0.40149729746004353,0.6048732130042663
1.001,-0.75,7,1.75,0,0.04374809265136719,0.01837515437573519,0.014767653538499187,0.15262794342483715,NaN,0.45724427206317875,0.6294651237515035
1.001,-0.75,6,1.75,0,0.03515625,0.009954642683182396,5.657327194543333e-5,0.17491698006967987,NaN,0.28765409122997687,0.26750813910551996
1.001,-0.75,1,1.5,0,0.055612182617187506,0.00932729360590821,0.0007273084251800922,0.15954885044491132,NaN,0.3304689079956829,0.3342466873761665
1.001,-0.75,5,1.95,2,0.02420806884765625,0.0777564921646032,0.30270999040079055,0.15496052658143386,NaN,0.32862475999304336,0.4912601040397216
1.001,-0.75,1,1.9,2,0.025,0.12875940180759674,0.3707599449171209,0.14959870284426321,NaN,0.22407419231762776,0.22210983321770555
1.001,-0.75,1,2.0,1,0.018750000000000003,0.0756161397602237,0.2938073239196653,0.15637576580910376,NaN,0.33793393338800315,0.5658999744689082
1.001,-0.75,1,1.6,0,0.0328125,0.0193622889795212,0.017046221980765712,0.15566226427901309,NaN,0.45229145805862486,0.6351208409847369
1.001,-0.75,1,1.75,0,0.05068359375,0.009815185272874106,0.00031997097380330984,0.15984523475596396,NaN,0.3126238389001542,0.39925013515716434
1.001,-0.75,1,1.35,0,0.0716796875,0.01644660445814006,0.027099658470826904,0.16106549807550338,NaN,0.537009911741349,0.5852273681680599
1.001,-0.75,6,1.8,0,0.042578125,0.0098568331243609,0.00020316538483827396,0.16718176246085242,NaN,0.3433858115417571,0.4062737487916426
1.001,-0.75,1,1.65,0,0.04453125000000001,0.02819098753096331,0.031214156881459076,0.14072863968003332,NaN,0.372254069164149,0.5606560492624377
1.001,-0.75,2,1.7,0,0.019699096679687503,0.011968671565998287,0.0033232669950748594,0.14087016591444496,NaN,0.4056977548608704,0.6227502087588613
1.001,-0.75,5,2.15,2,0.047558593749999996,0.009617569064278759,0.0005892931181182725,0.16428079620056904,NaN,0.3046699946004282,0.5158988673775947
1.001,-0.75,3,1.75,2,0.03369140625000001,0.09675534233424041,0.2615433476381763,0.14930300141272718,NaN,0.4508429345704467,0.6531081004348898
1.001,-0.75,1,1.65,0,0.0505859375,0.009876757224389656,0.00016899964136525021,0.14992330379218494,NaN,0.41796050929146283,0.6117863024666957
1.001,-0.75,1,1.75,0,0.051562500000000004,0.009773896297043904,0.0002450981030375983,0.15450490132106035,NaN,0.28323348126867387,0.27863115995706833
1.001,-0.75,4,1.8,0,0.033203125,0.02289580459005301,0.0209377377828569,0.13625789845290825,NaN,0.3282149452951635,0.39107176611091826
1.001,-0.75,1,1.65,2,0.05809326171875,0.009858314827090434,0.00015362457787155775,0.15135809672972914,NaN,0.4298169537760813,0.5473572244612173
1.001,-0.75,1,1.6,0,0.033203125,0.009827862672040517,0.00021885338301991014,0.14953726976556472,NaN,0.4268021544808156,0.6141701459564831
1.001,-0.75,1,1.65,1,0.037500000000000006,0.01365161827177011,0.017073318149107525,0.16153432323156794,NaN,0.4151293048449453,0.5483722179660533
1.001,-0.75,1,1.8,1,0.053125000000000006,0.01189034966225345,0.008508466556002464,0.17075594527991153,NaN,0.39862913103066566,0.5539404094113047
1.001,-0.75,5,1.95,2,0.019531250000000003,0.0822542226362992,0.30743230650836256,0.1734245422277656,NaN,0.27812690521973943,0.2542026245413213
1.001,-0.75,1,1.6,0,0.0328125,0.009644774505272942,0.0003582097616267592,0.16842618763216533,NaN,0.3067976928945078,0.2596174267322942
1.001,-0.75,4,2.0,0,0.034472656250000004,0.014348476394920645,0.00577447382893094,0.15466577881429963,NaN,0.34859640892730365,0.5759691986719189
2.001,-0.75,6,1.95,2,0.042163085937500004,0.009187740586856534,0.000953140253833275,0.18441532355122428,NaN,0.21710296361908865,0.21728470393206392
2.001,-0.75,1,1.8,2,0.02421417236328125,0.02293035432529605,0.024581422110620837,0.16198203916841217,NaN,0.3426543587491039,0.382047102215221
2.001,-0.75,1,1.9,0,0.035546875000000006,0.00988160070827169,0.00016956939518811165,0.17760513592783395,NaN,0.24864289511057353,0.2527212681319212
2.001,-0.75,3,1.85,1,0.04062500000000001,0.009841463660098512,0.00021058899511270098,0.16876440798618778,NaN,0.3966030554706045,0.5518846061381778
2.001,-0.75,1,1.7,0,0.025781250000000002,0.009898851820841508,0.00012804843780599422,0.1698562014395369,NaN,0.2673920780691212,0.24444826364445846
2.001,-0.75,1,1.7,0,0.03647460937500001,0.009871675496032049,0.00020151399343871192,0.14268164579424528,NaN,0.2999536173397875,0.36125429812732845
2.001,-0.75,1,2.05,0,0.03906250000000001,0.009872168894855147,0.0001934950072852822,0.18228995646334262,NaN,0.2288519499894542,0.2171265395168433
2.001,-0.75,6,1.9,1,0.04052734375000001,0.03015348321463996,0.030873763462716718,0.16692672871437914,NaN,0.2774998898974754,0.27651961722991675
2.001,-0.75,1,1.9,2,0.033593750000000006,0.04391043700055147,0.10417814145931016,0.17896019770570776,NaN,0.3767181752077564,0.5625609830066076
2.001,-0.75,3,1.9,1,0.03346099853515625,0.0344865605760315,0.035150351597527156,0.1485253812996244,NaN,0.328258589966297,0.5687930422214975
2.001,-0.75,1,2.15,3,0.020312500000000004,0.010259184217735055,0.0009878397126290642,0.17551070811395236,NaN,0.2397645198134951,0.23941771388528477
2.001,-0.75,1,1.65,0,0.043750000000000004,0.020366720084908217,0.018676786770308096,0.1596056195261179,NaN,0.4322445924609303,0.5744924627573518
2.001,-0.75,1,2.2,4,0.024552154541015628,0.15201436827321985,0.23928323782551267,0.16886028170672085,NaN,0.3648130183624772,0.5588531643646454
2.001,-0.75,2,2.05,2,0.029296875,0.016649086483637613,0.02991398159771711,0.18017339975449662,NaN,0.20997709839920362,0.227438518832542
2.001,-0.75,1,1.65,0,0.033593750000000006,0.09141154842579714,0.1366982647313151,0.15621727090767082,NaN,0.3380895054943056,0.29106804471869907
2.001,-0.75,1,1.75,0,0.0546875,0.011249554834493379,0.002761076020087107,0.17362147290297283,NaN,0.4083497703013654,0.561825890836187
2.001,-0.75,2,2.1,0,0.0175262451171875,0.008902169359240531,0.0014982219437529214,0.16698617147426892,NaN,0.218138227964976,0.2504160268016219
2.001,-0.75,1,1.6,0,0.04765625,0.009847276670031603,0.0001732481808171264,0.1695641929745211,NaN,0.35824638546779375,0.3678678898274527
2.001,-0.75,6,1.5,0,0.03503646850585937,0.08297748925282869,0.16537715168132738,0.1699805790601129,NaN,0.38445317025815406,0.37770750881381093
2.001,-0.75,9,2.35,4,0.019531250000000003,0.009724590927706644,0.0003682954141628377,0.17334319143960694,NaN,0.233561102761084,0.3462820184734702
2.001,-0.75,1,1.85,3,0.03573989868164064,0.009524770084108163,0.00041941148124923346,0.1603201942076177,NaN,0.36653641313999835,0.5196780583257246
2.001,-0.75,1,2.25,2,0.02148284912109375,0.0704129013547768,0.27203056718057017,0.16823894831847416,NaN,0.3012569125470201,0.49670176198516314
2.001,-0.75,6,1.85,1,0.025,0.012563683606665899,0.004382061934677373,0.17849405437281313,NaN,0.2722350811195762,0.24636860335768332
2.001,-0.75,4,1.65,0,0.039453125000000006,0.012641196138930203,0.005558561870885983,0.16947347100634536,NaN,0.4122257097895023,0.5504112913440381
2.001,-0.75,3,1.95,1,0.016455078125,0.07058963648652725,0.1751883392862049,0.15561345068654062,NaN,0.3034450537978039,0.29643384414421214
2.001,-0.75,4,2.0,1,0.017968750000000002,0.027717670367967445,0.07967531814483376,0.1560013568501201,NaN,0.3036726907806409,0.547113197499249
2.001,-0.75,2,1.75,1,0.036517333984375004,0.02289029176726918,0.02144218518972197,0.161292036169623,NaN,0.31985615241116666,0.38571546510014576
2.001,-0.75,5,1.55,0,0.04101562500000001,0.07138457894259848,0.11468305217250094,0.1712380800911256,NaN,0.3887820358661781,0.39381103687695296
2.001,-0.75,1,1.95,1,0.0373046875,0.012880607900653197,0.0037908028906200666,0.14082364694400643,NaN,0.25813377568195744,0.30766445340311466
2.001,-0.75,1,1.6,1,0.04196510314941406,0.03894250668960599,0.08185861414113083,0.1557786332125226,NaN,0.3770417797041545,0.3993832643190887
2.001,-0.75,1,1.7,1,0.042918395996093754,0.01555486001277209,0.010591790431384761,0.17655678196319835,NaN,0.38665992326129195,0.39769161636588823
