,Date,A5G.IR,ABN.AS,ACA.PA,ALPHA.AT,BAMI.MI,BARC.L,BBVA,BCP.LS,BIRG.IR,BKT.MC,BMPS.MI,BNP.PA,BPE.MI,CABK.MC,CBK.DE,DANSKE.CO,DBK.DE,DNB.OL,EBO.DE,ETE.AT,EUROB.AT,GLE.PA,INGA.AS,ISP.MI,JYSK.CO,KBC.BR,MB.MI,NDA-SE.ST,OTP.BD,PEO.WA,PKO.WA,RAW.DE,SAB.MC,SAN.MC,SEB-A.ST,SHB-A.ST,SWED-A.ST,SYDB.CO,TPEIR.AT,UCG.MI,UNI.MC,stoxx,cor,banks_index,spread,index,spread_ch
2003,2007-09-10,-0.02857142857142858,,-0.012098336415848121,-0.012820495550642352,-0.020796108723270312,-0.004291779284848696,-0.008482108094482022,-0.01529060202500665,-0.046107344205967404,0.42975678049929145,-0.0122631009546873,-0.009575881844785528,-0.008746308805499536,,-0.013631599344132828,-0.02380953128771457,-0.009810569954540993,-0.0037878883944979513,,0.0018734815762191381,-0.02700491038402375,-0.008955216942803212,-0.010197247136715326,-0.003838729496659976,-0.036755367574902276,-0.010915838809491318,-0.006648911202840169,-0.005905488649915802,-0.029625550660792976,-0.02765957446808509,-0.0254901956052197,,0.0025064104777399177,-0.01399690223923189,0.0025839240677387743,0.0,0.002375349576442032,-0.019148936170212738,-0.01321225023359407,-0.005212897688642748,,0.009967141292442472,0.556157962601945,-0.05635361423142771,4.28,-0.028088563665048305,0.05418719211822687
2008,2007-09-17,-0.06431034482758624,,-0.01416320491704326,-0.0016637971813484587,-0.019549764213767973,-0.025167839177707152,-0.021778593642775013,-0.009646252863087512,-0.07625943121483814,-0.05658584920505205,-0.017142829411795568,-0.023066445300344518,-0.03592814180368997,,-0.011384502104595962,-0.01711495957191722,-0.020451243754969317,-0.003778347344658317,,0.0,-0.015748059916132817,-0.023083736090343532,-0.009669816555918587,0.005676477645720324,-0.025673902096048473,-0.026206445216730656,-0.008689860198768273,-0.01373896882346426,-0.01956545238352614,0.002053388090349051,0.019047598952541822,,-0.040178526803711145,-0.016444864984452967,-0.03092778697222176,-0.007653060926590682,-0.021951255506710954,-0.03401360544217691,-0.012295081714072453,-0.011177957671658856,,0.02195696698746885,0.5583269765976249,-0.017369178006416575,4.18,0.0028982271200763687,-0.02336448598130858
2013,2007-09-24,0.0,,-0.006172883288639852,-0.0016366655951998155,-0.012411339096772944,-0.02762429844371872,-0.004289995511983835,-0.02317881241504749,0.0,-0.008780509084499122,-0.006267840073395425,-0.023346244591268772,0.022727241300539713,,-0.04339049020248931,-0.00960384400804537,-0.017964051365336076,0.0,,-0.006818169481220937,-0.005503123406010779,-0.013516836969932444,-0.008384375470841587,0.0018432037480169416,-0.002525256922833674,-0.007534546244223672,0.027333336137135955,-0.01902948276733285,0.0015267175572519776,-0.029332326995311853,-0.010791326560655512,,0.0,0.0022355264707123457,-0.017156859537468927,-0.007575757575757569,-0.027586223859484504,-0.015317286652078765,0.012769321681806334,-0.008326393957039602,,0.008930684972777492,0.5681234517818852,0.037018689484350276,3.67,0.026962963406693685,-0.12200956937799035
2018,2007-10-01,0.022248947684906817,,0.014787437577916007,0.01063827676385265,0.03564597792269053,0.008396175386330862,0.014175194345398268,0.0034363822723408877,0.031746051549175425,0.013847277464543062,0.026147614378152717,0.01694919300498876,0.0031347347150891824,,0.019373024739937295,0.01766786977863477,0.008851479075546065,0.01571947629725612,,-0.002237154694555099,-0.0024330459771740864,0.012916448972483563,0.01541922173556265,0.02123730822203007,-0.004920057944620471,0.010572104141548078,0.001955716341491831,0.0,-0.01098901098901095,0.01751528737986896,-0.0009057256039397554,,0.0029630568945775426,0.000733721385391517,0.01431978608959339,0.012500038623811216,0.020881705489370184,0.00659340659340657,-0.003192330420451639,0.018333312511366717,,-0.009130350320533553,0.5676182581265996,0.015156121075259321,3.69,0.0016193298139293155,0.005449591280654031
2023,2007-10-08,-0.01150054764512598,,-0.011821984255814266,-0.002390492897880958,-0.0011447323111793972,0.0030301759189912403,-0.007036442006844945,0.0,0.018491128152927416,-0.013095773729136395,-0.002787041870022211,-0.0072815347452712675,0.017354842351914535,,-0.0009983605874916979,-0.010452945924231294,-0.004811736803452482,0.008546997646838639,,0.008830028331038964,-0.006215971021609312,-0.0030519110211335576,-0.0018691312528650306,-0.008873198724907105,-0.002427188722132767,-0.016015845003893192,0.00708757598578269,-0.008849551383231735,0.001054852320675037,0.013043430011734136,-0.0009082679887666423,,0.0,-0.0057389212908415255,-0.013761446043148773,-0.009901065263613562,-0.010893245837124588,0.008403361344537785,0.011252813797017591,-0.00631913260334338,,0.004137368796494401,0.5642308444936932,0.045131759069130695,3.58,0.0270076935358865,-0.02981029810298097
2028,2007-10-15,-0.030320699708454857,,-0.015907478327649716,0.013731812868795767,-0.04210532528004751,-0.033179049402569105,-0.004856355611636665,-0.018691633605614877,-0.032156835262042605,-0.02415505185712663,-0.021523144261135885,-0.017521921140708052,0.0017793624645836559,-0.005649667287093818,0.0,0.0022882923906693,-0.016234841811830103,-0.003456229942638389,,-0.0004366847809258445,0.011363656952358525,-0.022721705975060402,-0.012942951259573787,-0.020909003134643833,-0.002436057880453646,-0.015326041783372268,-0.01329112672553634,-0.014311329703353581,-0.0016780283167278087,-0.0030325543214072548,0.001788914280077547,,-0.004267445667367364,0.007959495631246982,-0.02325586850087713,-0.009975138068253342,-0.03644651844819724,-0.021897810218978075,0.0,-0.0323362936048569,,0.015613382899628214,0.5331304878003725,-0.024518030371249666,3.24,0.007871218321541917,-0.0949720670391061
2033,2007-10-22,-0.019526627218934944,,-0.00751037034684543,-0.012892863000826149,-0.009780003328730857,-0.016115238673165444,-0.0041407783011400134,-0.02469132351928016,-0.024026525245485097,-0.02073040571105389,-0.006303759007905807,-0.015852007881356323,-0.013788928756978014,-0.016822369599072684,-0.02919710104276041,-0.007176996309449013,-0.009907660248190786,-0.008158591214267097,,-0.02196800534747234,-0.01959243389167198,-0.024254345237189168,-0.01487812942416511,-0.01205938105442761,-0.01579589650478941,-0.002705537360653376,-0.006592064505145934,-0.011121364611089146,0.0,0.0012000122070312536,0.0036663724423089405,,-0.01573680451384818,-0.01548200965339075,-0.02722772840646004,-0.004987569034126671,-0.007317055173473808,-0.01433296582138921,-0.002286608304893356,0.0017300837669020908,,0.014194769442532618,0.5254091865401727,-0.038351795904665975,3.72,-0.026732222596869692,0.14814814814814814
2038,2007-10-29,-0.004615384615384577,,0.006355104939435696,0.001596173440978177,-0.003699199946907372,0.00764668792100176,0.009476668200405047,0.0029239394455722323,0.00571428417053399,0.005039747111156512,0.0051992983726258934,0.004059477891326324,0.0030674898722535815,0.0,0.006032660095529829,0.012956443016907349,0.007206525377272399,0.013840866363579174,,0.0,-0.006792480131786904,0.01209674210532441,0.003625509525149395,0.010290022339363825,0.010895902837113836,0.0037377026527383173,-0.008049554761482391,0.005514774254492316,0.0060975609756097615,0.019847374835997078,0.006289327650386145,,0.0014619167740070882,0.017385342879447485,0.010810820778313746,0.009685192720161329,0.00526317731283088,0.019736842105263053,0.008058615419284099,0.010695165893541692,,-0.008431666558011086,0.4596219099490775,0.012413823195741358,3.69,0.011707397048136947,-0.008064516129032362
2043,2007-11-05,-0.02752293577981646,,-0.007733997115376923,-0.009433987440412128,-0.02020201185982884,-0.02976736370134203,0.0028191963802017828,-0.009316652279417026,-0.03206425646589439,0.0010005859945032558,-0.0029205333992942117,-0.015384594043651667,-0.009202469616761078,-0.007619040352957573,-0.011632141921267714,-0.003432514052410962,-0.021149517578704757,-0.006849332658287244,,-0.0059221509156143215,-0.025925971854872665,-0.021260908388049615,-0.007705231379121269,-0.0037771069514914712,0.0012269960403470392,-0.004333710862984508,-0.009900989485492784,-0.0045913200585027125,0.0010672358591248265,0.0033962033829599836,0.0018348680485664737,,0.0014325947460307464,-0.011564669856008902,-0.021857942098814975,-0.03132526558842541,-0.007792188626296714,-0.01754385964912286,0.0014224179282542604,-0.004436607418479621,,0.015706224730083984,0.4560326479092833,-0.04521064540459008,3.96,-0.012456060796763202,0.07317073170731714
2048,2007-11-12,0.03378378378378377,,0.027754080156090266,0.008064439647860855,0.02424239716605614,0.08113812045143387,-0.015461765094433755,0.0,0.004163851602389412,0.04338861965404739,-0.010767090828823322,0.04081637192476162,0.0,-0.003913890490010341,0.026063608203453326,0.015776764114815656,0.02167324748948185,-0.006896569557386822,,0.0008741330030095362,-0.02570282448849437,0.022900069775578125,-0.0014689159577199185,0.014591330016955117,0.031645541732943094,0.025699044447073938,0.01736977390613581,0.013207555890386802,-0.021921692660050174,-0.03307983630510336,-0.024253729058395512,,0.005830735237173146,0.002029821610983751,0.03869044413418732,0.012886637771710285,0.04273504453183241,0.0023148148148148806,-0.039711120232291175,0.0666013869035389,,-0.02554604980165376,0.4378023493801434,-0.031417157559753606,4.34,-0.03428486200873415,0.09595959595959602
2053,2007-11-19,-0.03863247863247865,,-0.045122506487569325,-0.016854025510225967,-0.036959533065917816,-0.03487232929219841,-0.025368308891500435,-0.009772010510690876,-0.007554667488209321,-0.035685089732410136,-0.0326449527624032,-0.023776181094296356,-0.00315464660615683,0.0,-0.026039688257253224,-0.013382018952149743,-0.015584147291060835,-0.032863902007582046,,-0.03485841103988008,-0.00972453882874802,-0.028747367597491302,-0.03403437538024656,-0.012560300185457174,-0.016352229626815262,-0.014790246804180507,-0.0710382380767407,-0.01135284097271716,-0.02721396983785007,-0.00039669218998183986,0.0019417536056955953,,-0.0013968044951218062,-0.01150207395627123,-0.02985072908736852,-0.018041198496128286,-0.013774104963188427,-0.022016222479721903,-0.018475705026829048,-0.03354480254198822,,0.02594122506786256,0.43381469046922033,-0.038424793195852125,4.7,-0.01071601892466012,0.08294930875576045
2058,2007-11-26,-0.013728323699422007,,-0.012698427841509652,-0.012058602307339794,-0.001397647858691009,-0.026444719711636866,-0.02064413449386182,-0.03785483687243285,-0.0020470969295114383,0.4639141585905866,-0.01599997394039998,-0.01947150898703398,0.006472503060690471,0.014056259315918584,-0.009216656029486403,0.0038022197044813577,-0.008930719497302841,0.004750574105234495,,0.01891247131795204,0.0017715353954024238,-0.018005110022200732,-0.004361635259150121,-0.0009578928780243912,-0.0012642247075141944,-0.014205864102735055,-0.012557811387287954,-0.0019417082275878794,-0.012195121951219523,-0.01062990924504803,-0.0057915236811159065,,0.02861063136834474,-0.009661828401559602,-0.0030863539118642924,0.0,-0.0026525785598254803,0.002409638554216942,0.0,-0.03166230524716063,,0.01053875464235765,0.436005809777212,-0.005743226869577844,5.11,-0.01198976360295334,0.08723404255319145
2063,2007-12-03,-0.004575163398692794,,-0.013738533200502001,0.005163525194395113,-0.008457997240267079,-0.0035523663919311277,-0.004830939722748173,0.010033468619657704,-0.03669720427158074,0.016005298621071473,-0.006535886584164374,-0.024611320875546183,0.009287941617296402,0.0,-0.007749056723483028,0.001220981456157899,-0.004789008613192647,-0.018411984057450592,,-0.008714602759970047,-0.010806287173869777,-0.009945128706756345,-0.009046323117797739,-0.006422088419873462,-0.012360880325174683,-0.00031577662417758834,0.007147510720680428,-0.016620522925406722,-0.03585564610011638,-0.01584725338703563,0.01796404586688949,,0.006289101339825187,-0.0006830273095016492,0.016853989695539084,-0.014705882352941124,0.012315271383610105,-0.0219907407407407,0.004545500215104026,0.0008584574661780753,,0.0047978534721905275,0.4110453120671483,0.06673328621219143,4.99,0.03330916343812551,-0.023483365949119372
2068,2007-12-10,0.023587004895416097,,0.015767583631547177,-0.004954596133490918,0.00660064948101402,0.005300482057275735,0.013524299483856472,-0.013333315222132325,0.0036446718274538714,0.021739173559839786,0.017509698563662024,0.0038510323040703565,-0.006250010813743101,0.009689959731285613,0.020727226853029634,0.015476175706763629,0.013754862195881623,0.00809247513317568,,-0.004282690017758606,0.0016877330566358317,0.011451106108544273,0.013298841668798467,0.0009116135681059845,-0.004860275847627493,0.008579197312358566,0.006434981804474216,0.005560682305544518,0.01683501683501687,-0.004726258279200368,0.010185216912518502,,0.015056533666343963,0.007392414046867746,0.01933701272633148,0.012195047064244458,0.010000036894378672,0.0011947431302270495,0.002949844966702697,0.011764666283272218,,-0.010325976918404534,0.4246390554607058,0.026115566522722622,4.88,0.005858567666015668,-0.022044088176352727
2073,2007-12-17,-0.03506758479979599,,-0.02609430096123344,-0.031096547098904304,-0.02609805433510526,-0.025399743848176115,-0.023246314218096753,0.056337947331483784,-0.036786000475522274,-0.03988182530525397,-0.033138422041745,-0.016085750305457003,-0.004458606285411393,0.0,-0.02732038765766409,-0.02403846916115515,-0.015255168927677198,-0.008244983632869074,,-0.01422220559163312,-0.04109591144784874,-0.021952926580438903,-0.02291210646236219,-0.008279719843902189,-0.01953597380993466,-0.01636120778759176,-0.03293014538064021,-0.011214999999542119,-0.03528114663726567,0.017142844686702796,-0.03653849507051243,,-0.017879896428356412,-0.020422050561007654,-0.03160920103609732,-0.014634145796830866,-0.03713531693298311,-0.005767012687427964,-0.045801470951136736,-0.02709789046782607,,0.02157275312723994,0.43674290169412633,-0.057759964373190864,4.76,-0.016399645030533927,-0.024590163934426257
2078,2007-12-24,0.016233766233766156,,-0.002600776846238051,-0.009700915393908716,0.0,0.023786044583649524,0.01203315406272698,0.020408134978341597,0.0069720788372635845,0.0,0.0,-0.0013513307313661738,0.0,0.0,0.0,0.0,0.0,0.0,,0.0008536134486869518,0.013698551833007278,0.001523805359932906,0.0068052866858254735,0.0,0.0,0.003858134632955812,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.019188200008319667,0.0,,-0.003822648009627505,0.438945988812686,0.0053171377256828745,4.84,-0.00537576070140966,0.01680672268907557
2083,2007-12-31,0.0026231605886115616,,0.0013020816350031161,0.0016090147742220395,0.0,-0.004935692694149507,-0.011414619103865542,-0.006802711659447236,-0.00371454318496367,0.0,0.0,-0.004026886600775992,0.0,0.0,0.0,0.0,0.0,0.0,,0.001705770828454245,0.0016638633015673143,-0.0006061010724003335,-0.0011202688051513698,0.0,0.0,0.0033375021275650063,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0006840106611316621,0.44435482070116655,-0.0027032744881408943,4.91,-0.0003292137518243754,0.01446280991735538
2087,2008-01-07,-0.022265246853823806,,-0.009852235216672556,0.02980140525629804,-0.002741586674634755,-0.0303184884311406,0.0008507336362038043,-0.011029437774586315,-0.009853127267113404,-0.05154636548596825,-0.010791349444710274,-0.0004143477716108679,-0.012738807283484421,-0.029411783955364257,0.0027472453565178245,0.008939998340529387,-0.005732606373604177,0.0,,-0.0008613334751103041,-0.006956482406808906,0.0017580425501402264,0.00156305509664878,-0.0018958104947675025,-0.033025156380383835,0.013584928692511822,-0.0021629190100574958,0.004844910271175618,0.013268998793727338,-0.038150807376898466,-0.024854707807493548,,-0.026011682657750557,-0.006320231022438283,-0.006192001644294121,0.007518796992481258,-0.005633823602466892,-0.016431924882629123,-0.015624961365883316,-0.0018314807179957704,,0.005279366476022784,0.44260908640519775,-0.04072974119643613,5.23,-0.03329035059242813,0.06517311608961318
2092,2008-01-14,0.012024048096192397,,-0.002671412361150205,0.0097799776738825,0.006263024667146011,0.032223483527195285,0.007522143689296046,0.030418207746996773,0.035343026804425026,-0.01346840205379829,0.0036257816715548064,0.014309313582285155,0.008603517876601519,-0.004089975761264686,0.0011886186819081157,0.013106207366336386,0.0071259782953201345,-0.00869574069895096,,0.0017770024999790301,0.004854377855306513,0.010194626771383719,0.01392648535356189,0.003791427578955897,0.0068965635944602255,0.004807741292443879,-0.0021898311724952713,0.0020000574188538955,0.00242424242424244,0.0,-0.013633348989051997,,0.0015292235205204285,-0.013858554720410976,0.02960521597309307,-0.0050505435828006595,0.05000002170257578,-0.0012195121951219523,-0.019118914949288635,0.0035242893948461695,,-0.0026299311208515253,0.42921399334593996,-0.016413582977050534,5.9,-0.025948172792015334,0.12810707456978965
2097,2008-01-21,-0.05033557046979864,,-0.09023667762231757,-0.05526314530112675,-0.01923073882062587,-0.0649999276860892,0.0,-0.1223628429999637,-0.039596550937953334,-0.06790622731061735,-0.03772129313924888,-0.09626747894412435,-0.014666691652512776,-0.06798244444507184,-0.10056920168686612,-0.07344634821050777,-0.07306807024522755,-0.06233420153697944,,-0.05555552484007642,-0.06930695511455043,-0.07991559845566032,-0.1049039914125176,-0.0515153563752474,-0.07913664373758922,-0.0676989503652512,-0.04858933283652578,-0.054143684093993505,-0.050744416873449105,-0.06515148432567863,-0.09648357783890116,,-0.04290412503897878,-0.09003217228372196,-0.04401418656767475,-0.05149053558101502,-0.05089822343632466,-0.08364544319600498,-0.05172417801594731,-0.09022549355250997,,0.06838761994864173,0.5212877913636419,-0.13902073444916319,6.39,-0.04511807260550649,0.08305084745762703
2102,2008-01-28,-0.04443053817271592,,0.0039487327979288445,-0.016681291442185997,0.011476717230482603,-0.010256589927982507,0.017501198640046622,-0.024038590787559655,-0.0218471391284093,-0.0039052715447707165,-0.005559989953762501,0.002748096262225719,-0.005405342796646062,0.01851850012202405,0.006670055394265795,-0.02970304788664546,-0.002990910398945834,-0.0529172595346914,,-0.03957173837428907,-0.018404879846038558,-0.03817513793754401,0.018518552591511694,0.015532796833504836,-0.009493687657925465,0.012425239919535036,-0.003915411982782335,-0.02744229864718084,-0.03396226415094339,-0.035532994923857864,-0.01428575808267818,,-0.006483121113636248,-0.008271357016576997,-0.04426232059266055,-0.016528925619834656,-0.0370370581243582,-0.04210526315789476,-0.009769036487577099,0.0160643022501743,,0.011782828419317215,0.5571852699123648,0.06098940954591625,6.46,-0.019473795793600535,0.010954616588419341
2107,2008-02-04,-0.015607653627636608,,-0.011466779179377884,-0.01521932371344381,-0.006782190742812388,0.01959754726888474,-0.016567033002914178,0.0024508936245581925,0.0009803988995058521,-0.0019056588428169041,0.004713359648944149,-0.0012255182682395782,-0.0033444873220001003,0.01635506808242737,-0.007547175234128178,-0.0013514185616564367,-0.0007753415249961426,-0.013623977008587862,,0.020000021325318862,0.019522746329129648,-0.04772201804131837,-0.007117516759561404,0.00472190619971391,0.02773492340404049,0.01609326243053033,-0.0023400691718167277,0.0057670652194059535,-0.01564396493594067,0.0,-0.002659600828005204,,0.0031546103574353612,-0.006628050207179048,0.0,0.0,0.0,0.01377410468319562,0.009302372530487713,-0.003925483975123933,,-0.002224008574490899,0.5584800133043901,0.02286214346268478,6.54,0.024312033980874004,0.01238390092879249
2112,2008-02-11,-0.040466392318244115,,-0.012087877223903809,-0.024528366409950708,-0.015055428847671859,-0.028846289678830628,-0.007704144337078889,-0.0530504431148886,-0.011574618842307705,-0.0074219848095991026,-0.014790444800244162,-0.010155759482440851,0.006877590675709477,0.016949078180278576,-0.039294716029714793,-0.011527381356074007,-0.008830897434627727,-0.009915001429938841,,-0.02255635047030935,-0.011702127546797891,-0.04027282184438219,-0.028543763639335085,-0.009550829255140503,0.018691621291908156,-0.032810629320121576,-0.01602558084787109,-0.006888606372855266,0.06551475881929436,0.028089887640449396,0.02404765514433449,,-0.011686243794264084,-0.017196838081425248,-0.033687960234885406,-0.017291066662594723,-0.02857141685892739,-0.019943019943019946,-0.01401869125969557,0.0,,0.02108657193402952,0.5549485400588894,-0.08277410902868754,7.17,-0.04409658041736886,0.09633027522935778
2117,2008-02-18,0.022671755725190756,,0.018223293098855953,0.00492618133454692,0.006274543660057974,0.07602337012049287,0.0,-0.0052769780289984025,0.020737083648185273,0.02469132808312624,0.022203910547180294,0.022500389149454847,0.005960274987208969,0.0066224573028133005,0.024961823760650814,0.018492157702369783,0.02691061138097206,0.03289468050590805,,-0.010443870946217237,0.010752707758585611,0.005903983881094366,0.05453647808179718,0.0190582604457743,0.008583706310888228,0.010752773409922867,0.003076942274557126,0.02452624763791511,0.031207598371777445,0.04566927531885656,0.033333345489615196,,0.006644394185368219,0.024957005993747616,0.030508528092759724,0.028011161740086665,0.026706165181932473,0.008379888268156499,0.006704927814822126,0.02070393276629967,,-0.025200823594234922,0.5630167933627181,0.0304602559244469,7.07,0.009760210857888918,-0.013947001394700065
2122,2008-02-25,0.04198250728862973,,0.04824813045945997,-0.010526286480706526,0.01614269374681987,0.05624998236316281,0.011781988654087527,0.020408102650380178,0.033925658813090065,0.014358561512341383,0.011666615122691848,0.04967315462307953,-0.0013467319648476916,0.019693582575515345,0.04883117972449047,0.026425528963751388,0.012370568018214234,0.006402099631903857,,0.02564099960278665,0.005208342524088527,0.004180867191529103,0.03192901647296864,0.019920306232551477,0.004411772375802814,0.015347163942124098,-0.0054137614633427145,0.012087936581053116,-0.008152173913043459,0.015706806282722585,-0.014881631876746293,,0.0049917040293767645,0.023037470063915322,0.019230738147768323,0.013812133911557112,0.03293408609645332,0.01540616246498594,0.005617963258126579,0.029015566039358065,,-0.026153890176553007,0.5577110698229866,0.014398053858339033,6.96,0.009477062763921573,-0.015558698727015652
2127,2008-03-03,-0.014705882352941124,,-0.012749507808314964,-0.03880601282033569,-0.01275916483054984,-0.031953877365021754,-0.005363245738073341,-0.013088957762024456,-0.02245995982507787,-0.024464956731748644,-0.01996668992126216,-0.014940396075338036,-0.04109595934218757,-0.03728071895332574,-0.03535858070691367,-0.014550290169990987,-0.017775415775955983,-0.010389567567770652,,-0.013812102523601655,-0.037696381077714114,-0.02123764238688608,-0.021123600924398245,-0.010112420216311646,-0.042521971542300085,-0.013918839497086055,-0.014878596900526286,0.004273522168235511,-0.02985915492957747,-0.025568181818181768,-0.011904701433460119,,-0.014754036852847596,-0.01927921828725332,0.006430826149552704,-0.008645533331297361,-0.002967424672792318,-0.019525801952580246,-0.028340085912237245,-0.009211883391657016,,0.016532681873703936,0.5773157640529037,-0.03457795376592965,7.44,-0.008545911908499404,0.06896551724137945
2132,2008-03-10,0.004569687738004591,,-0.02902671231604803,0.0,-0.039232797433153666,-0.022914189553163822,-0.010665311222890272,-0.011111158625063067,0.0008878546742716598,-0.011641387519362056,-0.026839817159751367,-0.024194941186930552,-0.0014284978747453048,-0.006802660773060132,-0.03556039601238192,-0.03179196426239628,-0.023252578823283465,-0.001298669859882251,,0.0,0.0,-0.014153835827467431,-0.012863314876107479,-0.008235444223672284,-0.03709434531105582,-0.02048764835893213,-0.010699531430362952,-0.0022574010006572998,-0.026307692307692254,0.03963967629739118,0.026980983069146314,,-0.011844433442968483,-0.007957567175919555,-0.003300357497120765,-0.009146341888908838,0.0031249538820266043,-0.01897810218978102,0.0,-0.007583939874526213,,0.012824738561112325,0.5760779385494098,-0.04840992461222959,7.75,-0.03177301481179673,0.04166666666666652
2137,2008-03-17,-0.060694980694980694,,-0.04578857974740913,-0.050000012123448734,-0.023320858119017962,-0.09353360606119332,0.0,-0.014164255260201042,-0.046511590527987146,-0.0322921002717379,-0.04132980969046385,-0.04690268187396296,-0.05303031219643384,-0.04761905791679466,-0.07039914818664572,-0.04985334095295646,-0.06029432990656447,-0.02925535750974484,,-0.079952919313244,-0.05108689895018259,-0.0839272295461746,-0.0443717547180581,-0.03109110283127492,-0.05172412550695271,-0.04714797458384312,-0.05762986504992851,-0.029345438865539863,-0.022537313432835826,-0.058756433955775234,-0.04729398858832767,,-0.01938594159888596,-0.029539454323669556,-0.06655846313487312,-0.03669724770642202,-0.05454543218522501,-0.04947526236881561,-0.047191060705161214,-0.04445695263371263,,0.06096678922307286,0.6097617596721346,-0.05421156472909394,8.11,-0.020696585686048152,0.04645161290322575
2142,2008-03-24,0.0,,0.0,0.0,0.0,0.0,0.015551391452753194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.6195463500006798,0.0,7.91,0.0,-0.024660912453760675
2147,2008-03-31,0.018867924528301883,,0.0077120717650878134,0.012536136527096176,-0.09177492126392905,0.0072263015162112865,0.007791037781949228,-0.004831074792470358,-0.008421025649774427,-0.007896779087013917,-0.00620009865502924,-0.009303744673531344,0.014598565106538341,-0.011363679466167786,-0.016393465882622027,-0.019690628059585658,-0.009394849096992064,-0.0025806862284473153,,-0.02905285289947812,0.009443899782590748,-0.03275105182082205,0.0033841850710449872,-0.007226074071654431,-0.012461080861272178,-0.004242920150138829,-0.011415558345911903,0.0020811231192681134,-0.06639004149377592,0.002031534625053011,0.0011123505042269777,,0.0,-0.0070811319303826226,-0.028124956546647373,-0.017045455284355082,-0.029154519577631377,-0.002902757619738794,0.004123701088925236,-0.009345820006632533,,0.006527641384091232,0.6195293439740709,0.10388651753907374,7.65,0.014564825578187168,-0.03286978508217442
2152,2008-04-07,0.010752688172043001,,0.026278069805331095,-0.023700956393157835,0.003262622225433498,-0.007150123022448551,-0.010831867251835381,0.024787035883136133,-0.0032254760085611567,0.0,0.0034423685353719424,0.024215841849948294,-0.020201983265907164,-0.006681455345312948,0.01767104827243493,0.001408520835740834,0.015450174723684151,0.015286664361732871,,0.023822659653642164,0.023350235627873195,0.025259963604467472,0.009201303620942403,0.013171750401135274,-0.019117680295145822,0.007920795774746248,-0.0022139990154913525,0.053224177853802956,0.03646522570210253,0.02407859408591828,0.020645737650674345,,-0.001449204563910067,0.007485000555061516,0.009146327125445719,0.013966523664528774,-0.0028571006921385145,-0.002739726027397249,0.011940268515454155,0.015873013950762793,,-0.012846147525267693,0.5950364781179632,0.07506686824049313,6.91,0.04408113644351852,-0.09673202614379084
2157,2008-04-14,-0.016704631738800324,,-0.013506735488908794,-0.020507749950541276,0.008424586302336445,-0.020419517853695668,0.005917201698262042,-0.012315249184165045,-0.02067461236637258,-0.005235166437858041,-0.021081612405693062,-0.008635532869989526,0.003571510871315242,-0.011682286982201417,0.0034080681405976865,-0.01185185503663777,-0.011969509567137493,-0.038961034895674374,,-0.0012422461605618995,-0.025834191097756865,-0.012481458510091636,-0.012104962746277148,-0.011176063616122667,-0.027863825248101937,-0.002135995162527271,-0.008396960977533396,-0.01956751245390642,-0.013333333333333308,-0.0015864782764395402,-0.0043182324031633135,,0.0,-0.010878002096902373,-0.013029327606380092,-0.008241758587250736,-0.014970059218789133,-0.012211668928086894,-0.042424211977809434,-0.013290831648451795,,0.012586104260566389,0.6036642716148327,-0.05800746389745248,7.09,-0.02706083739630616,0.026049204052098318
2162,2008-04-21,-0.025925925925925908,,-0.03350159507481243,-0.025242669079743152,0.0,-0.0352821786336176,-0.0004368883219080244,0.03005465940843166,-0.007633552211130046,-0.027451383561987952,-0.018340582158968055,-0.01834922254910465,0.0035335750200324867,-0.013544005666935366,-0.019413271263612253,-0.014224801648584418,-0.011500222391911508,-0.02781453613121776,,-0.021289174346881268,-0.02395841713139446,-0.017298812758526516,-0.019748351138054288,-0.0030992976780246373,0.009433978825696965,-0.023237165351580047,-0.006731418160471514,-0.02102093854926801,-0.019456366237482148,-0.021047493820489316,-0.0111597355713553,,-0.015151566861903998,-0.010893283320830172,-0.012499918887075023,0.0,-0.020348857786547603,0.010943912448700521,-0.033653869493249,-0.0041666780909325185,,0.01903446782010665,0.6006990594596119,0.04010564694398999,6.59,0.030968306282353142,-0.07052186177715092
