σ,σ_ss,n_default,degree,interm,eq_r_l,mean_liq,mean_ib_share,mean_eq_req,mean_n_share
1.501,-1.5,2,1.25,0,0.020000076293945325,0.33931646292189865,0.11566711526338236,0.13148777340425044,0.5274206180375692
1.501,-1.5,1,1.2,0,0.02490234375,0.25147171580453015,0.10207925555999527,0.14633658768943703,0.6362483549267953
1.501,-1.5,3,1.3,1,0.020312500000000004,0.41772273850338,0.12099312986198235,0.148522925166173,0.5581442039196165
1.501,-1.5,3,1.1,0,0.020312500000000004,0.5690978936701695,0.13856333062768517,0.17535114095138132,0.39584276046584205
1.501,-1.5,5,0.9,0,0.0281219482421875,0.08865431696135057,0.10386913961504589,0.13859067252356222,0.6121964601574744
1.501,-1.5,2,1.0,0,0.0625,0.057959811352488635,0.08658513664478405,0.17254057483202387,0.6643729579248853
1.501,-1.5,3,0.95,0,0.055859375,0.06627169026018574,0.09259923581047834,0.15713388725887523,0.5522578203030727
1.501,-1.5,2,1.35,0,0.020312500000000004,0.466893301436144,0.11258351976250092,0.17246429400679336,0.520601788698251
1.501,-1.5,1,1.0,0,0.020117187500000005,0.30038452536074933,0.09365658784977429,0.1528991565274795,0.654283931709115
1.501,-1.5,4,0.95,0,0.020747375488281254,0.1058529901475902,0.08736694408412024,0.11840810373309081,0.6972487291690023
1.501,-1.5,2,1.05,0,0.020791625976562506,0.3604127661821282,0.11965392773025035,0.11620189374428927,0.6206666838789189
1.501,-1.5,3,1.0,0,0.0546875,0.09934148884464486,0.08931351796419333,0.1270533324175122,0.6271618039276483
1.501,-1.5,1,1.25,1,0.02000122070312501,0.5340131236694664,0.11491589257828558,0.1531766025086488,0.5059233764035707
1.501,-1.5,2,1.05,0,0.0545654296875,0.12056116739318304,0.10472799808211303,0.14969161936964573,0.552920542612626
1.501,-1.5,2,0.95,0,0.037011718750000006,0.23002925739034916,0.0833279548511204,0.16094658713849766,0.6611243793241599
1.501,-1.5,1,1.15,0,0.025,0.12761514654077086,0.10331970204657187,0.11804608660243843,0.6541482031973918
1.501,-1.5,5,1.55,2,0.020000457763671885,0.5526316174540815,0.16536154296967695,0.12272569500505433,0.4971360533154175
1.501,-1.5,4,1.15,0,0.05,0.23682423221807483,0.11319971044283386,0.13616865695584207,0.5046837302352112
1.501,-1.5,2,0.8,0,0.01999511718750001,0.33136181809139076,0.05105911684945601,0.25972022865602035,0.5744063345311734
1.501,-1.5,3,1.15,2,0.026513671875000002,0.24511397615566605,0.08441935433064185,0.1619035663922061,0.6024427882950428
1.501,-1.5,3,1.05,0,0.024609375000000003,0.16183459148277196,0.09877182028904549,0.12160831715404152,0.6999616952020252
1.501,-1.5,3,0.95,0,0.022656250000000003,0.3269297545528631,0.09177048449127592,0.1712084797055104,0.5612119660976828
1.501,-1.5,1,1.3,0,0.020000076293945325,0.6489073838544173,0.1318818165919629,0.12967690743785887,0.4904014449545634
1.501,-1.5,1,1.25,1,0.021875000000000002,0.41679362455447466,0.11488125803826743,0.1431311869834551,0.5705615046395177
1.501,-1.5,1,1.05,0,0.020288085937500006,0.18026366005105632,0.1008905808489655,0.10876667115082309,0.7029447475586361
1.501,-1.5,3,1.05,0,0.033593750000000006,0.13219092975154526,0.08179939698902385,0.1559486418748514,0.64530608903136
1.501,-1.5,3,1.2,1,0.025781250000000002,0.18660059991248773,0.09154376328759305,0.16608393945660893,0.5668651258958235
1.501,-1.5,1,0.9,0,0.037060546875,0.1427428147008692,0.08698338784904763,0.15388016389995926,0.6192560904257395
1.501,-1.5,2,0.95,0,0.04062500000000001,0.12385715080054223,0.09824812402373795,0.1310129805195323,0.6602767622168328
1.501,-1.5,1,1.0,0,0.02822265625,0.13721794219800637,0.10209763064962692,0.14075097907423795,0.6335262020110202
1.501,-1.5,1,1.3,0,0.020312500000000004,0.4485077827655516,0.11677712444643105,0.19121666888100103,0.48325861455718694
1.501,-1.5,1,1.2,1,0.020007324218750008,0.5379190020148517,0.11546267750012358,0.1585327571237481,0.4931077858696994
2.001,-1.5,1,1.25,0,0.020000457763671885,0.4236911674400023,0.12564083580719151,0.14140509334498938,0.5171526596307812
2.001,-1.5,3,1.55,1,0.020312500000000004,0.6198940693347798,0.137913970866072,0.14746782066417413,0.47726161298807385
2.001,-1.5,3,1.1,0,0.028125,0.32496700167881276,0.11319276679704678,0.12975881995714328,0.5392901731837787
2.001,-1.5,1,1.0,1,0.02041053771972657,0.29323544779767174,0.09405338248796381,0.14643114904592686,0.6444668663993088
2.001,-1.5,1,1.05,0,0.033593750000000006,0.18142463028974878,0.09701899045185784,0.12011563471950013,0.6831756473042887
2.001,-1.5,1,1.25,0,0.02000122070312501,0.36331534349902717,0.11715515384261974,0.12704306730048628,0.5563422964176123
2.001,-1.5,4,1.4,2,0.02000122070312501,0.46759835378952125,0.1415632301017633,0.14954674617467706,0.4415693787154935
2.001,-1.5,3,1.35,1,0.03082427978515625,0.227780774761925,0.10784992923528323,0.11598115669605255,0.6340647421274654
2.001,-1.5,4,0.9,0,0.020410156250000006,0.14274189081848948,0.08561425831695284,0.15629274926937448,0.6213122733346945
2.001,-1.5,1,1.2,1,0.04853515625,0.24578589604690299,0.10460770074289927,0.11183561068761072,0.6528751070509627
2.001,-1.5,1,1.05,0,0.02000122070312501,0.3251152747044607,0.11556909526517141,0.16766889871543517,0.5012356109262056
2.001,-1.5,1,1.25,0,0.020000457763671885,0.4740981736198462,0.11345079390732696,0.12545989677904484,0.6007921098420496
2.001,-1.5,1,1.05,0,0.0328125,0.0553898617625585,0.10451919870931108,0.11473194888255164,0.6380413500661606
2.001,-1.5,1,1.4,1,0.04609375,0.1263917317686032,0.14360026681421892,0.10255415604253951,0.6839826737973267
2.001,-1.5,1,1.05,0,0.03184852600097656,0.2129470092558262,0.08215725015407367,0.1566350695256226,0.6720711024429731
2.001,-1.5,1,1.1,0,0.022460937500000003,0.3380496977903477,0.10136734995554494,0.19840395155413065,0.6150016872148887
2.001,-1.5,1,0.95,0,0.020751953125000003,0.118672839727831,0.09909205415845197,0.16615559395762405,0.5256056876711448
2.001,-1.5,1,1.0,0,0.0296875,0.43415928922499036,0.11134905618187181,0.16003655860113347,0.5376999792022518
2.001,-1.5,3,1.45,0,0.020007324218750008,0.6178161778272085,0.12651606557300965,0.1558904790292865,0.4467545955350841
2.001,-1.5,2,1.15,1,0.024638366699218754,0.20340607139347577,0.1016743264417092,0.1454392963805635,0.5958372966566656
2.001,-1.5,1,1.15,1,0.05068359375,0.123747837311039,0.10178258898042034,0.12578979170174737,0.5968901053654417
2.001,-1.5,3,1.2,0,0.02256011962890625,0.22602972003347563,0.11039532720924088,0.10817476183893071,0.689796752878187
2.001,-1.5,1,1.15,0,0.020312500000000004,0.4670435461351527,0.12595714975958344,0.12337484414725704,0.5656893203360229
2.001,-1.5,1,0.75,1,0.01999511718750001,0.38484984828694646,0.06111007335816196,0.24616933784557493,0.4738020844103928
2.001,-1.5,2,1.15,0,0.02890625,0.30513981863368145,0.09900949720066135,0.12901268647737105,0.5878031755129289
2.001,-1.5,1,0.9,0,0.021777343750000004,0.09712469579192139,0.09563492268242708,0.14732247846397947,0.5604897295215131
2.001,-1.5,2,1.15,0,0.021295166015625,0.2673726491572242,0.10071933540565953,0.12680211602009045,0.6087326194108322
2.001,-1.5,3,1.05,0,0.03125,0.09539788815672354,0.09996006718093446,0.11753734781917798,0.6373314405481157
2.001,-1.5,3,0.9,0,0.0589599609375,0.09965382857131697,0.07888954338604819,0.1490079175326726,0.6201287753687408
2.001,-1.5,1,1.1,0,0.03779258728027344,0.05763389364592988,0.10386304633927029,0.11168905193331158,0.672034922820755
2.001,-1.5,1,1.1,0,0.04062500000000001,0.1424608559885738,0.09330008735563257,0.1477347680454235,0.5688987770148829
2.001,-1.5,1,1.15,0,0.020000457763671885,0.39471825782481496,0.10886313409433115,0.12355902451264708,0.609414621890514
2.001,-1.5,1,1.15,1,0.024609375000000003,0.3141980883021133,0.10289144001725536,0.13242666270625067,0.6391529714551498
2.001,-1.5,3,1.05,0,0.0234375,0.09368039142917715,0.09243011293845167,0.12146343645586657,0.6832189574924242
2.001,-1.5,2,1.15,0,0.034375,0.07174917165497355,0.10662507796324663,0.11377974407833506,0.6548268098254173
2.001,-1.5,1,1.1,0,0.020336914062500003,0.29835690422690175,0.10719983727942897,0.13026637339328018,0.5582817383200019
2.001,-1.5,1,0.95,0,0.025,0.11558705793692059,0.08507753221174363,0.15954871799338777,0.6192606536484279
2.001,-1.5,1,1.0,0,0.025,0.2677394198341812,0.10099159894673593,0.11624551350268138,0.688963480232754
2.001,-1.5,1,1.25,2,0.052001953125,0.08923849250635449,0.08878685574100369,0.12445997105410016,0.6509865395020042
2.001,-1.5,2,1.1,1,0.020007705688476568,0.18622593009092786,0.10016591342890671,0.14310801107227245,0.6153838075633946
2.001,-1.5,1,0.8,0,0.01999969482421876,0.3312459507199309,0.06713287754842595,0.310485627374784,0.599864593828934
2.001,-1.5,1,1.25,0,0.0361572265625,0.23516746372590275,0.09943503088330512,0.1097531090065071,0.6882574085808157
2.001,-1.5,1,1.1,1,0.04638671875,0.1818452135276872,0.08251788147168021,0.18301137544051585,0.5774179508450409
2.001,-1.5,1,1.3,0,0.020086669921875,0.18514510690533498,0.10069388544626798,0.10696972794531012,0.6985545152755538
2.001,-1.5,1,1.2,0,0.02000122070312501,0.37461350291054,0.10894062494840236,0.15674244501517048,0.5420091550013401
2.501,-1.5,2,1.15,0,0.026757812500000002,0.16132478622063257,0.11051555831346638,0.131163110933293,0.5759488742574469
2.501,-1.5,3,1.15,0,0.044140625,0.15649276765787637,0.11030632264585412,0.14071162023998354,0.6085363323467969
2.501,-1.5,3,1.2,0,0.020007324218750008,0.4618273252910677,0.11407037799956755,0.13589740978897719,0.5017433809763732
2.501,-1.5,1,1.1,0,0.02000122070312501,0.27223008612006183,0.11388852093482038,0.123443226145535,0.6048500524199532
2.501,-1.5,4,1.15,0,0.05,0.10138547217531188,0.09936757137381365,0.11553746556258142,0.6782571829027099
2.501,-1.5,1,1.25,1,0.020312500000000004,0.47309899707277064,0.11992973068076661,0.13350226196379525,0.5104826711698139
2.501,-1.5,2,1.1,0,0.020000457763671885,0.26733339755941055,0.09149133695792523,0.18595113048038367,0.6010432206328391
2.501,-1.5,1,0.95,0,0.05651702880859375,0.15728832835838602,0.09289752086981964,0.1440534876699237,0.5783389747813904
2.501,-1.5,3,0.8,0,0.01999816894531251,0.3656815203607725,0.06945757421789771,0.36331737013004994,0.5464858255583361
2.501,-1.5,1,1.05,0,0.05385322570800782,0.18120741941088858,0.10479803220230823,0.13019789241900942,0.5719894683086997
2.501,-1.5,1,1.25,0,0.020117187500000005,0.3919084469013919,0.11422086791489057,0.1252054958256418,0.6026406825204129
2.501,-1.5,3,1.15,0,0.034375,0.18240143281628973,0.10293609297865923,0.11539046406174988,0.6339438180939435
2.501,-1.5,1,1.05,0,0.020000076293945325,0.36361167518788107,0.11219660187781462,0.13269952945572852,0.5444188074185823
2.501,-1.5,1,1.1,0,0.021875000000000002,0.25955511446746976,0.10839297137592253,0.13909814784844488,0.5319155387813176
2.501,-1.5,1,1.1,1,0.049121093750000004,0.07506096247790164,0.08674145590579152,0.1501479019385111,0.6852976277112774
2.501,-1.5,1,1.0,0,0.020036315917968756,0.13797182165609284,0.09132036914871196,0.15397564945946857,0.6608688822440059
2.501,-1.5,1,1.1,1,0.020117187500000005,0.29779004125915853,0.10532441809102304,0.14397215354367246,0.5151380784297438
2.501,-1.5,1,1.1,1,0.01999969482421876,0.6352986698148417,0.08673179919934258,0.4005775411098985,0.43323482504377636
2.501,-1.5,3,1.1,0,0.0625,0.08159504566104239,0.10763920401447935,0.14597710626451005,0.5404877830709807
2.501,-1.5,7,0.95,0,0.020312500000000004,0.16470747106650524,0.10510849381373126,0.13750903485276728,0.6558199142945893
2.501,-1.5,4,1.25,1,0.07890625000000001,0.0549232131093592,0.09760592668040297,0.11297234589462499,0.6354460505848912
2.501,-1.5,1,1.5,0,0.020312500000000004,0.7631163727960757,0.14027421070859827,0.13352453345245532,0.48627133432422615
2.501,-1.5,3,0.9,0,0.02890625,0.12283917169151262,0.08553930771631796,0.16192310060587128,0.6431426369271783
2.501,-1.5,3,1.4,1,0.020000076293945325,0.5130916679814768,0.136020404184279,0.1481433435586234,0.4969599368973011
2.501,-1.5,1,1.25,0,0.020117187500000005,0.4717756577674243,0.10815649997751031,0.1356274288681541,0.5465382186209717
2.501,-1.5,5,1.1,1,0.01999816894531251,0.3200986495012655,0.08447766059533902,0.23998416241210335,0.5480974451616836
2.501,-1.5,1,1.35,1,0.020312500000000004,0.4778161912397712,0.10739419212535055,0.1754375437856955,0.5395962847630582
2.501,-1.5,1,1.3,1,0.020312500000000004,0.4270538584106397,0.11775022688734743,0.17807428524745875,0.5111618445877718
2.501,-1.5,1,0.85,0,0.02109375,0.10510449655141581,0.0870497786087538,0.1814820103264179,0.6018004920691369
2.501,-1.5,1,1.2,1,0.0328125,0.17349398608953343,0.11061955506503998,0.11652980403141103,0.6580904123542465
2.501,-1.5,3,1.15,0,0.020312500000000004,0.6240527214525112,0.13259234768558908,0.15031705904053422,0.43229143362184674
2.501,-1.5,1,1.1,1,0.020312500000000004,0.22574426404004214,0.09491498564279045,0.1854847512196112,0.5780613295431727
2.501,-1.5,1,1.35,1,0.021875000000000002,0.4018792719783374,0.12327610985300258,0.15241693309509927,0.5809143221753199
2.501,-1.5,3,1.25,0,0.020312500000000004,0.22031215623121714,0.11433014417243892,0.1503814467911158,0.5813187450456649
2.501,-1.5,1,0.85,0,0.020007324218750008,0.2430714012428435,0.10060741145196336,0.13305862886765896,0.6043435551130597
2.501,-1.5,2,0.9,0,0.01999816894531251,0.3439522501849301,0.0677658174241423,0.2746622417622079,0.5723587270225323
2.501,-1.5,1,1.1,0,0.05625,0.09640023163043636,0.10894108545030821,0.10202600000248863,0.7278260169733152
2.501,-1.5,2,1.35,1,0.023764038085937498,0.22514030665705081,0.13735603488845965,0.14301108058708228,0.5951556870908344
2.501,-1.5,1,1.3,2,0.020312500000000004,0.43928590517173494,0.1037047705100874,0.19301547223642634,0.5137826492501504
2.501,-1.5,1,1.0,1,0.04062500000000001,0.18074870021468498,0.08685470732449402,0.1841943342513062,0.5709692895593856
2.501,-1.5,1,1.35,1,0.02039184570312501,0.3624574608623344,0.11656465786147131,0.12392181152662567,0.5934034983955676
3.001,-1.5,1,1.2,2,0.0426788330078125,0.09530402886511055,0.11119701691379966,0.10450587672739811,0.6121356090053349
3.001,-1.5,1,1.15,0,0.05,0.24575544105024122,0.1084941128050146,0.12258662997099257,0.612865402584229
3.001,-1.5,9,1.3,1,0.020312500000000004,0.22323609693949295,0.11338326336327632,0.13033105724951485,0.5492480049245743
3.001,-1.5,1,1.15,0,0.021826171875,0.2006466612879446,0.11282170661410802,0.11538916906013034,0.6554105524015611
3.001,-1.5,1,1.15,0,0.048486328125000006,0.1250094871668505,0.0921459358865567,0.1351705637738591,0.5500046471319796
3.001,-1.5,1,0.95,0,0.0296875,0.09719656227041197,0.08855880927058443,0.14578896822340454,0.5938414248205895
3.001,-1.5,1,1.1,0,0.0484375,0.0658035424991501,0.10928644840465837,0.13429389446456277,0.6583179222245625
3.001,-1.5,3,1.1,0,0.0216064453125,0.13996233243098677,0.09937743413977318,0.1501270011924712,0.6620391494993253
3.001,-1.5,1,1.1,0,0.0218505859375,0.21063109295447124,0.10823252478949491,0.11482530970935054,0.6610187756271851
3.001,-1.5,1,1.35,0,0.020007324218750008,0.44642950654114993,0.11847555375244549,0.16264836237768754,0.531759559673054
3.001,-1.5,2,1.15,1,0.0484375,0.10367932180581138,0.10679757762103216,0.1118317511033883,0.656688570739772
3.001,-1.5,5,1.2,1,0.021875000000000002,0.21119905136236286,0.11140618024750454,0.11773496344408974,0.6349675835317912
3.001,-1.5,1,1.3,1,0.021875000000000002,0.2411687335263581,0.11449056345033888,0.12004466120557586,0.5967098270943606
3.001,-1.5,2,1.1,0,0.0421875,0.05127067488021912,0.10488167649016827,0.13605188484767353,0.6018987260249118
3.001,-1.5,1,1.0,0,0.04062500000000001,0.11777417613908847,0.08149086872779626,0.15981849400792247,0.623876667511458
3.001,-1.5,2,1.1,0,0.020312500000000004,0.06325404754243921,0.10450169802513326,0.12139898129903595,0.6299582607198825
3.001,-1.5,1,1.05,0,0.025,0.1559024258622188,0.09302224566425393,0.14112803512924707,0.6569391551022083
3.001,-1.5,2,1.0,0,0.03203125,0.1286214996699408,0.09992565397331171,0.12914274630851003,0.6117386629923415
3.001,-1.5,1,0.95,0,0.02109375,0.12964211207698673,0.08725178753879077,0.18335818216073677,0.5957919724935046
3.001,-1.5,1,1.25,2,0.034375,0.26568581153934645,0.1023925654952019,0.15343132131659706,0.565606363942699
3.001,-1.5,2,1.3,0,0.020117187500000005,0.5449715775765492,0.13170520506481317,0.14635395942095558,0.48655159915088453
3.001,-1.5,1,1.15,1,0.020007324218750008,0.33827340325358607,0.11567891620661022,0.14903921490931463,0.5484898218352952
3.001,-1.5,1,0.95,0,0.020000076293945325,0.2688225179922884,0.08688874143795088,0.16039636610072386,0.6480951093678012
3.001,-1.5,1,1.25,1,0.020214843750000003,0.3538022799372682,0.15196293624329432,0.11080567883896297,0.631666464061257
3.001,-1.5,1,1.2,0,0.04050292968750001,0.27633564050809584,0.09992262248350532,0.12937929595691705,0.5940350319629928
3.001,-1.5,1,1.1,0,0.020068359375000004,0.26147391277760146,0.11531170230520693,0.12025585887292167,0.6310668172364287
3.001,-1.5,1,1.15,0,0.025,0.35534889367697997,0.12913911935094707,0.12084875399035774,0.6024883137676434
3.001,-1.5,1,1.2,0,0.027172851562500003,0.13415422282941686,0.10658934609693758,0.10537344581894617,0.7150564149722752
3.001,-1.5,1,1.05,1,0.027197265625,0.14509088055597347,0.11600744073381838,0.11911236806948593,0.635000611905311
3.001,-1.5,2,1.05,0,0.022852325439453126,0.23245082534361697,0.10702271449754616,0.13949226137905338,0.6301886161749783
3.001,-1.5,2,1.05,0,0.037500000000000006,0.11066835907083775,0.11297089869222299,0.11345959484752902,0.6689651384732278
3.001,-1.5,3,1.05,0,0.023956298828125,0.08347094816537279,0.09600855561460042,0.12792864475753513,0.5899135979917886
3.001,-1.5,3,1.15,0,0.020117187500000005,0.1580541510734519,0.11150175836660085,0.11453907307409286,0.6798106429674406
3.001,-1.5,1,1.05,0,0.01999969482421876,0.48686082193146146,0.06752803025632596,0.34435214103794637,0.5141042722766216
3.001,-1.5,3,1.05,0,0.020007324218750008,0.34034401549750426,0.10820412361771274,0.18874029168121473,0.4184024328912276
3.001,-1.5,1,1.2,1,0.029248046875,0.2946770817792561,0.09937112478982744,0.11769531025988023,0.6419870947366143
3.001,-1.5,3,1.25,1,0.020000076293945325,0.545550204186188,0.12966538298609528,0.14265191992120005,0.47011770200314684
3.001,-1.5,4,1.35,1,0.020019531250000007,0.6210022945352172,0.13523187965190026,0.1487810195400028,0.4003438449277385
3.001,-1.5,1,1.1,0,0.020068359375000004,0.3049494387262912,0.09463007764488894,0.14923167218688718,0.6878890443210052
3.001,-1.5,7,1.45,1,0.02000122070312501,0.749614101659054,0.17894135716020465,0.1274110694295036,0.4218151398522843
3.001,-1.5,1,1.2,0,0.025000381469726565,0.18278300953213494,0.11527932575945463,0.10900498492434378,0.6814515806712225
3.001,-1.5,1,1.4,3,0.021875000000000002,0.5085666895327009,0.15261160373538613,0.12416953232608723,0.5335999231155467
3.001,-1.5,3,1.1,0,0.020000457763671885,0.2893642034948829,0.11104642416950108,0.18299597641891105,0.4788382318114959
3.001,-1.5,3,1.3,1,0.036035156250000006,0.057816493158343495,0.11677405418438064,0.10788623704166904,0.644935464291922
3.001,-1.5,1,1.45,1,0.020007324218750008,0.4822612402182499,0.14036317055022213,0.12218080934826861,0.49846355467411313
