σ,σ_ss,n_default,degree,interm,interm_assets,eq_r_l,mean_liq,mean_ib_share,mean_eq_req,mean_n_share
4.001,-0.0,4,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,2,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,4,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,1,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,1,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,1,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,1,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,1,1.0,0,0.0,0.042565917968750006,0.01120614278101264,0.10663784180939156,0.13439590375451413,0.6790718048438011
4.001,-0.0,10,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,10,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,10,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,1,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,1,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,1,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,1,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,1,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,1,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,1,0.9,0,0.0,0.02109375,0.009998951579096384,0.12837262426739962,0.09560767213011853,0.8988826607250259
4.001,-0.0,7,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,10,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,7,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,5,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,1,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,5,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,1,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,1,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,2,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,1,1.1,0,0.0,0.017181396484375,0.009978004700400406,0.12014200964990111,0.11129608911850657,0.8141031424631313
4.001,-0.0,10,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,10,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,10,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,1,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,1,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,1,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,1,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,1,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,1,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,1,0.9,0,0.0,0.027630424499511714,0.010996776907370822,0.12816256437115256,0.09599742186785283,0.8983825022269978
4.001,-0.0,8,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,10,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,6,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,3,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,5,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,1,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,1,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,1,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,1,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,1,1.3,0,0.0,0.010278320312500002,0.013891437092963244,0.10875867168356124,0.1133436754878507,0.7981782056588481
4.001,-0.0,8,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,8,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,4,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,3,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,4,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,1,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,4,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,1,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,1,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,1,1.1,0,0.0,0.0125,0.009998772419817021,0.11800361323378819,0.09884869203523025,0.8555729842042972
4.001,-0.0,3,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,10,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,8,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,7,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,2,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,2,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,7,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,1,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,1,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
4.001,-0.0,1,2.0,0,0.0,0.03955078125000001,0.009993790008868549,0.10572495509919297,0.14727418300675124,0.5660623559832996
